Price,Close,High,Low,Open,Volume
Ticker,MOBIKWIK.NS,MOBIKWIK.NS,MOBIKWIK.NS,MOBIKWIK.NS,MOBIKWIK.NS
Date,,,,,
2024-12-18,528.0,528.0,440.0,440.0,29575248
2024-12-19,541.7000122070312,605.0,524.2999877929688,540.2000122070312,43541873
2024-12-20,487.95001220703125,571.2999877929688,467.3500061035156,534.0,26356018
2024-12-23,528.5499877929688,549.5,477.6499938964844,514.0,28550275
2024-12-24,608.9000244140625,630.0,533.0499877929688,547.25,63364250
2024-12-26,638.6500244140625,698.2999877929688,586.0,595.0,97213223
2024-12-27,627.7999877929688,672.7999877929688,592.5,625.0,79488019
2024-12-30,604.2999877929688,658.0,577.0,629.9000244140625,36769939
2024-12-31,586.1500244140625,621.9500122070312,578.0999755859375,593.0,18396475
2025-01-01,605.0999755859375,615.75,585.6500244140625,595.5499877929688,28156104
2025-01-02,615.7999877929688,629.7999877929688,605.5499877929688,620.0,11524128
2025-01-03,600.3499755859375,619.9000244140625,595.4500122070312,618.9000244140625,7242917
2025-01-06,561.0999755859375,602.7000122070312,552.4500122070312,601.5999755859375,9098194
2025-01-07,609.8499755859375,637.7999877929688,553.7000122070312,565.0999755859375,61451586
2025-01-08,615.0499877929688,626.7999877929688,595.0499877929688,603.0,25565223
2025-01-09,573.9500122070312,617.2999877929688,562.25,614.0,9603714
2025-01-10,551.2000122070312,587.7999877929688,539.0,575.7000122070312,12519650
2025-01-13,509.8500061035156,551.3499755859375,504.6499938964844,544.9500122070312,11645406
2025-01-14,529.5,544.7999877929688,513.3499755859375,521.0,18105940
2025-01-15,466.54998779296875,531.0,456.1000061035156,531.0,28750850
2025-01-16,472.8500061035156,503.1499938964844,459.0,480.0,28700118
2025-01-17,471.29998779296875,488.3999938964844,461.1499938964844,477.0,17567583
2025-01-20,479.20001220703125,491.5,463.0,476.04998779296875,14201470
2025-01-21,461.20001220703125,483.20001220703125,453.3500061035156,481.75,7921629
2025-01-22,440.6000061035156,460.25,433.04998779296875,460.25,8055227
2025-01-23,421.04998779296875,454.5,418.0,437.8999938964844,9536986
2025-01-24,398.1000061035156,427.0,395.0,421.8999938964844,7719506
2025-01-27,397.75,414.79998779296875,366.6000061035156,395.0,20647770
2025-01-28,414.3999938964844,437.6000061035156,380.0,416.5,43786451
2025-01-29,426.0,442.95001220703125,417.1000061035156,423.54998779296875,30487411
2025-01-30,417.04998779296875,429.3999938964844,412.0,421.70001220703125,13196425
2025-01-31,428.04998779296875,435.0,410.0,416.0,10866760
2025-02-01,420.0,437.6499938964844,414.1000061035156,427.04998779296875,4817154
2025-02-03,406.75,417.79998779296875,397.6499938964844,412.8500061035156,4053301
2025-02-04,402.75,412.45001220703125,385.25,406.6499938964844,12790142
2025-02-05,404.95001220703125,418.79998779296875,392.3999938964844,396.1499938964844,9004474
2025-02-06,399.1499938964844,409.70001220703125,395.6000061035156,409.70001220703125,2954516
2025-02-07,391.1499938964844,401.20001220703125,388.0,400.45001220703125,2592237
2025-02-10,370.6000061035156,389.8500061035156,365.1499938964844,389.8500061035156,2919295
2025-02-11,348.70001220703125,368.70001220703125,345.29998779296875,368.70001220703125,3683559
2025-02-12,357.3999938964844,365.6499938964844,330.5,344.8500061035156,7117999
2025-02-13,354.54998779296875,367.6000061035156,347.29998779296875,357.95001220703125,6267999
2025-02-14,326.8500061035156,358.54998779296875,323.0,356.0,3841592
2025-02-17,331.1499938964844,335.0,313.8500061035156,320.3500061035156,7221881
2025-02-18,318.29998779296875,334.54998779296875,309.20001220703125,334.54998779296875,3444805
2025-02-19,318.3500061035156,339.20001220703125,310.70001220703125,313.79998779296875,7006164
2025-02-20,322.70001220703125,325.5,316.29998779296875,318.29998779296875,3536652
2025-02-21,311.3500061035156,333.75,308.54998779296875,324.3999938964844,4078484
2025-02-24,311.0,315.0,293.45001220703125,308.79998779296875,5824563
2025-02-25,307.5,315.5,304.20001220703125,311.0,3115823
2025-02-27,294.0,309.25,288.3999938964844,307.3500061035156,2699665
2025-02-28,275.8500061035156,289.29998779296875,273.29998779296875,285.0,3783202
2025-03-03,279.79998779296875,283.20001220703125,261.3500061035156,277.3999938964844,5811008
2025-03-04,276.25,282.3999938964844,270.25,271.29998779296875,4499739
2025-03-05,276.70001220703125,287.95001220703125,274.79998779296875,278.8999938964844,3932692
2025-03-06,279.75,284.70001220703125,274.20001220703125,279.6000061035156,3949478
2025-03-07,284.95001220703125,289.25,277.20001220703125,280.0,4245878
2025-03-10,273.20001220703125,287.0,268.20001220703125,285.0,2111602
2025-03-11,271.45001220703125,274.75,261.1000061035156,269.0,2556405
2025-03-12,270.8999938964844,276.3999938964844,266.70001220703125,274.6499938964844,1681578
2025-03-13,270.6499938964844,276.6499938964844,265.54998779296875,273.0,1747560
2025-03-17,248.3000030517578,269.54998779296875,231.10000610351562,269.54998779296875,18601066
2025-03-18,297.95001220703125,297.95001220703125,248.4499969482422,253.0,32701471
2025-03-19,333.3999938964844,354.3999938964844,302.6000061035156,310.29998779296875,47988697
2025-03-20,316.75,339.1000061035156,314.3999938964844,331.8999938964844,16671324
2025-03-21,320.3999938964844,340.5,315.29998779296875,318.1000061035156,19755762
2025-03-24,325.25,337.0,323.04998779296875,325.95001220703125,7318899
2025-03-25,317.75,335.0,313.6499938964844,331.04998779296875,4449488
2025-03-26,304.1499938964844,319.8999938964844,302.25,318.70001220703125,3812524
2025-03-27,310.25,312.8500061035156,296.79998779296875,304.0,4615190
2025-03-28,304.04998779296875,318.29998779296875,300.0,312.54998779296875,2345854
2025-04-01,300.6499938964844,304.3999938964844,296.1499938964844,300.0,1724246
2025-04-02,309.45001220703125,311.0,292.75,302.5,2634275
2025-04-03,304.6000061035156,312.0,301.0,301.0,1526179
2025-04-04,283.95001220703125,306.1499938964844,280.8500061035156,304.6000061035156,2644048
2025-04-07,267.8999938964844,272.8999938964844,251.10000610351562,251.14999389648438,2681567
2025-04-08,271.0,281.29998779296875,265.29998779296875,276.70001220703125,2158403
2025-04-09,262.3999938964844,270.0,260.25,270.0,1112401
2025-04-11,267.3500061035156,272.3999938964844,264.6499938964844,269.0,1347551
2025-04-15,277.8500061035156,284.8999938964844,269.70001220703125,273.3999938964844,1684763
2025-04-16,280.79998779296875,287.1000061035156,276.1000061035156,279.0,1474137
2025-04-17,278.5,280.79998779296875,274.0,280.29998779296875,1208070
2025-04-21,280.8999938964844,285.1499938964844,279.1000061035156,280.1499938964844,1375687
2025-04-22,278.54998779296875,283.70001220703125,275.75,282.29998779296875,1097014
2025-04-23,279.6499938964844,285.1499938964844,273.20001220703125,281.25,1373079
2025-04-24,277.20001220703125,282.45001220703125,275.0,279.6499938964844,915389
2025-04-25,263.6499938964844,278.70001220703125,260.0,277.75,1445978
2025-04-28,260.79998779296875,263.6000061035156,257.6499938964844,262.95001220703125,850604
2025-04-29,260.1499938964844,269.3500061035156,259.0,262.95001220703125,1188465
2025-04-30,252.4499969482422,264.79998779296875,251.0,264.79998779296875,861735
2025-05-02,249.5,262.95001220703125,247.8000030517578,262.95001220703125,1728084
2025-05-05,251.6999969482422,255.60000610351562,242.3000030517578,251.35000610351562,1286704
2025-05-06,242.4499969482422,254.0500030517578,238.89999389648438,251.0500030517578,973748
2025-05-07,239.39999389648438,242.4499969482422,234.3000030517578,237.0,1331805
2025-05-08,243.0500030517578,247.8000030517578,239.64999389648438,242.89999389648438,1477281
2025-05-09,231.0,238.0,227.25,234.9499969482422,1388009
2025-05-12,247.35000610351562,249.8000030517578,237.1999969482422,240.0,1846801
2025-05-13,248.1999969482422,252.89999389648438,243.9499969482422,247.9499969482422,926345
2025-05-14,268.25,275.54998779296875,247.10000610351562,249.35000610351562,4958087
2025-05-15,265.79998779296875,272.70001220703125,264.04998779296875,270.04998779296875,1247542
2025-05-16,274.1499938964844,284.1499938964844,263.25,266.0,2670424
2025-05-19,278.95001220703125,282.3999938964844,273.0,274.8500061035156,1528086
2025-05-20,273.54998779296875,283.04998779296875,262.0,269.0,3193074
2025-05-21,272.25,275.75,266.6000061035156,271.95001220703125,1015972
2025-05-22,271.8500061035156,276.70001220703125,268.29998779296875,271.3500061035156,875403
2025-05-23,267.54998779296875,273.3999938964844,265.04998779296875,271.3999938964844,596615
2025-05-26,271.1499938964844,287.3999938964844,268.8999938964844,268.8999938964844,1185784
2025-05-27,270.0,274.0,269.20001220703125,271.20001220703125,364966
2025-05-28,271.1000061035156,273.0,268.6000061035156,271.0,504202
2025-05-29,276.0,281.1499938964844,272.5,274.0,813200
2025-05-30,279.79998779296875,281.95001220703125,274.45001220703125,276.8999938964844,966315
2025-06-02,274.54998779296875,281.1499938964844,272.29998779296875,280.04998779296875,380563
2025-06-03,272.29998779296875,277.5,270.95001220703125,275.0,352627
2025-06-04,273.54998779296875,275.5,270.25,272.3500061035156,395335
